Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,Cleaned_Tweet,Tweet_list
PENGGUNA RT DI PENJARA KARENA ADMINISTRASI AGAMA!!! ATAU PENGGUNA TURUN!!! URL,1,0,1,0,1,0,0,0,0,0,0,1,penjara nista agama turun uniform resource locator,"['penjara', 'nista', 'agama', 'turun', 'uniform', 'resource', 'locator']"
RT USER: USER Bubarkan DPR/DPRD...bentuk pansus hak angket rakyat untuk membubarkan DPR/DPRD,1,0,0,1,0,0,0,0,1,0,0,1,bubar dewan wakil rakyat dewan wakil rakyat daerah bentuk panitia khusus hak angket rakyat beku dewan wakil rakyat dewan wakil rakyat daerah,"['bubar', 'dewan', 'wakil', 'rakyat', 'dewan', 'wakil', 'rakyat', 'daerah', 'bentuk', 'panitia', 'khusus', 'hak', 'angket', 'rakyat', 'beku', 'dewan', 'wakil', 'rakyat', 'dewan', 'wakil', 'rakyat', 'daerah']"
"Meski imigran, mereka hidup sebelum Myanmar berdiri pada 1948. Apakah imigran China bisa diusir dari Indonesia? Banyak yang siap jika aturan mainnya seperti itu.",1,0,0,1,0,1,0,0,0,0,0,1,imigran tinggal myanmar 1948 imigran cina usir indonesia atur main,"['imigran', 'tinggal', 'myanmar', '1948', 'imigran', 'cina', 'usir', 'indonesia', 'atur', 'main']"
PENGGUNA Pembunuhan karena khawatir tidak akan pernah lucu. Itu yang diancam Presiden... Bodoh sekali. Rekomendasikan hukuman yang paling berat pak... PENGGUNA',1,1,1,0,0,0,0,0,1,0,0,1,ancam bunuh lucu ancam presiden banget sih tuntut pidana berat berat,"['ancam', 'bunuh', 'lucu', 'ancam', 'presiden', 'banget', 'sih', 'tuntut', 'pidana', 'berat', 'berat']"
PENGGUNA Bubarkan DPR,1,0,0,1,0,0,0,0,1,0,0,1,bubar dewan wakil rakyat,"['bubar', 'dewan', 'wakil', 'rakyat']"
Tidak apa-apa untuk menghancurkan rezim USER URL saja,1,0,1,0,0,0,0,0,1,0,0,1,biar hancur rezim uniform resource locator,"['biar', 'hancur', 'rezim', 'uniform', 'resource', 'locator']"
Hancurkan Anjing PKI. URL,1,1,0,1,0,1,0,0,0,0,0,1,ganyang partai komunis indonesia anjing uniform resource locator,"['ganyang', 'partai', 'komunis', 'indonesia', 'anjing', 'uniform', 'resource', 'locator']"
Purnawirawan Kapolri USER USER URL,1,0,1,0,0,0,0,0,1,0,0,1,pensiun kepala polisi republik indonesia uniform resource locator,"['pensiun', 'kepala', 'polisi', 'republik', 'indonesia', 'uniform', 'resource', 'locator']"
Bubarkan saja DPR...kebanyakan URL tidak bersuara,1,0,0,1,0,0,0,0,1,0,0,1,bubar dewan wakil rakyat diam uniform resource locator,"['bubar', 'dewan', 'wakil', 'rakyat', 'diam', 'uniform', 'resource', 'locator']"
Kami punya TAKBIR yang akan menghancurkan kalian PKI!!!,1,0,0,1,0,1,0,0,0,0,0,1,takbir ganyang partai komunis indonesia,"['takbir', 'ganyang', 'partai', 'komunis', 'indonesia']"
"Jika ingin Indonesia kembali damai, usir China dari Indonesia.",1,0,0,1,0,1,0,0,0,0,0,1,indonesia damai usir cina indonesia,"['indonesia', 'damai', 'usir', 'cina', 'indonesia']"
"Kemarin di SIANTAR, banner anda DIHAPUS; sekarang MENCURI KAMPANYE di tengah-tengah DEMO; dimana PANWASLU; DJAROT MELAKUKAN KAMPANYE PENIPUAN DI TENGAH DEMONSTRASI BURUH; TINDAKAN PASTI TERHADAP PENIPUAN PASANGAN CALON NO. 2 #djoss #register40 #gubsu pemilu2018 #pilkada #sumut;",1,0,1,0,0,0,0,0,1,0,0,1,kemarin siantar copot spanduk mu curi curi kampanye demo panitia awas milu nih sih djarot main curang kampanye demo buruh tindak pasang calon curang no 2 keren register 40 pilih gubernur sumatera utara 2018 pilih kepala daerah sumatra utara,"['kemarin', 'siantar', 'copot', 'spanduk', 'mu', 'curi', 'curi', 'kampanye', 'demo', 'panitia', 'awas', 'milu', 'nih', 'sih', 'djarot', 'main', 'curang', 'kampanye', 'demo', 'buruh', 'tindak', 'pasang', 'calon', 'curang', 'no', '2', 'keren', 'register', '40', 'pilih', 'gubernur', 'sumatera', 'utara', '2018', 'pilih', 'kepala', 'daerah', 'sumatra', 'utara']"
"Kita harus melawan, mengusir duta besar Kenya, dan memboikot segala sesuatu yang berhubungan dengan agama Buddha.",1,0,0,1,1,1,0,0,0,0,0,1,lawan usir duta myanmar boikot urus buddha,"['lawan', 'usir', 'duta', 'myanmar', 'boikot', 'urus', 'buddha']"
"Dana Haji Digelapkan?! Saatnya menyingkirkan Jokowi! Negara ini digadaikan kepada asing. Defisit makin besar, APBN ambruk, JoKoWi turun",1,0,1,0,0,0,0,0,1,0,0,1,dana haji embat jokowi lengser negara gadai asing defisit anggar belanja negara amblas turun jokowi,"['dana', 'haji', 'embat', 'jokowi', 'lengser', 'negara', 'gadai', 'asing', 'defisit', 'anggar', 'belanja', 'negara', 'amblas', 'turun', 'jokowi']"
"Dan setelah memblokir Jokowi, saya berharap Jokowi bisa digulingkan",1,0,1,0,0,0,0,0,1,0,0,1,blokir jokowi harap lengser jokowi,"['blokir', 'jokowi', 'harap', 'lengser', 'jokowi']"
19. Pemimpin masjid adalah pemimpin yang dapat mengajak kita untuk sungguh-sungguh menjalankan syariat Islam. Menggulingkan pemimpin non-Muslim,1,0,0,1,1,0,0,0,0,0,0,1,19 pimpin masjid pimpin ajak jalan syariat islam sungguh sungguh jatuh pimpin non muslim,"['19', 'pimpin', 'masjid', 'pimpin', 'ajak', 'jalan', 'syariat', 'islam', 'sungguh', 'sungguh', 'jatuh', 'pimpin', 'non', 'muslim']"
"Masih ingat, kami mendepak Siloam China! Jika saya mati, anak-anak saya pasti akan mengerti filosofi hidup! Harga diri adalah yang terpenting, bukan berada di bawah kaki Penjajah",1,0,0,1,0,1,0,0,0,0,0,1,siloam cina usir andai ku mati anak anak ku paham filosofi hidup harga kaki jajah,"['siloam', 'cina', 'usir', 'andai', 'ku', 'mati', 'anak', 'anak', 'ku', 'paham', 'filosofi', 'hidup', 'harga', 'kaki', 'jajah']"
"USER Ngeri Rakyatku, PKI Barbar Mau Bangkit...Tolak dan Bubar!!!",1,1,0,1,0,1,0,0,0,0,0,1,ngeri bangsa sih partai komunis indonesia biadab bangkit tolak bubar,"['ngeri', 'bangsa', 'sih', 'partai', 'komunis', 'indonesia', 'biadab', 'bangkit', 'tolak', 'bubar']"
"BUBARKAN SAJA Pansus KPK. Jika perlu, buat polling. Biarkan masyarakat di luar parlemen yang memutuskan. Bubarkan Pansus KPK. URL",1,0,0,1,0,0,0,0,1,0,0,1,bubar panitia khusus komisi berantas korupsi polling rakyat parlemen biar bubar panitia khusus komisi berantas korupsi uniform resource locator,"['bubar', 'panitia', 'khusus', 'komisi', 'berantas', 'korupsi', 'polling', 'rakyat', 'parlemen', 'biar', 'bubar', 'panitia', 'khusus', 'komisi', 'berantas', 'korupsi', 'uniform', 'resource', 'locator']"
"Pengkhianatan PKI membunuh jenderal-jenderal PKI, kata Bung Karno. Bubarkan PKI. Turunkan harga dan bubarkan kabinet Tritura.",1,0,0,1,0,1,0,0,0,0,0,1,khianat partai komunis indonesia bunuh jenderal partai komunis indonesia keblinger karno bubar partai komunis indonesia turun harga harga bubar kabinet tritura,"['khianat', 'partai', 'komunis', 'indonesia', 'bunuh', 'jenderal', 'partai', 'komunis', 'indonesia', 'keblinger', 'karno', 'bubar', 'partai', 'komunis', 'indonesia', 'turun', 'harga', 'harga', 'bubar', 'kabinet', 'tritura']"
Tiongkok sudah mengendalikan perekonomian dan media massa. Mari kita singkirkan Indonesia.,1,0,0,1,0,1,0,0,0,0,0,1,cina kuasa ekonomi media massa ayo usir indonesia,"['cina', 'kuasa', 'ekonomi', 'media', 'massa', 'ayo', 'usir', 'indonesia']"
Usir Tiongkok dari Indonesia,1,0,0,1,0,1,0,0,0,0,0,1,usir cina indonesia,"['usir', 'cina', 'indonesia']"
USER Kupas tuntas dan kalahkan antek komunis.,1,0,0,1,0,1,0,0,0,0,0,1,kupas tuntas gebuk habis antek antek komunis,"['kupas', 'tuntas', 'gebuk', 'habis', 'antek', 'antek', 'komunis']"
"Coba saja kau usir orang Tionghoa, 100% rakyat NKRI tidak bodoh, NKRI itu kaya raya, orang asing itu nilainya triliunan karena menguras isi NKRI, jadi jangan bodoh lagi.",1,1,0,1,0,1,0,0,0,0,0,1,coba usir cina 100 rakyat negara republik indonesia gembel negara republik indonesia kayak asing asing triliun uras negara republik indonesia stop tolol,"['coba', 'usir', 'cina', '100', 'rakyat', 'negara', 'republik', 'indonesia', 'gembel', 'negara', 'republik', 'indonesia', 'kayak', 'asing', 'asing', 'triliun', 'uras', 'negara', 'republik', 'indonesia', 'stop', 'tolol']"
"Bubarkan Komisi Pemberantasan Korupsi, perkuat kelembagaan sistem politik negara",1,0,0,1,0,0,0,0,1,0,0,1,bubar komisi berantas korupsi kuat lembaga negara sistem politik,"['bubar', 'komisi', 'berantas', 'korupsi', 'kuat', 'lembaga', 'negara', 'sistem', 'politik']"
Ternyata Utang Tol Jepang... Sudah Capai 3% Jokowi Pantas Dimakzulkan... Singkirkan Jokowi...,1,0,1,0,0,0,0,0,1,0,0,1,nyata tol utang jepang 3 jokowi layak makzul turun jokowi,"['nyata', 'tol', 'utang', 'jepang', '3', 'jokowi', 'layak', 'makzul', 'turun', 'jokowi']"
"RT USER USER disebut juga rawa pecundang. Bubarkan saja USER kalau hanya menangani kasus kecil, tidak berani menangani BLBI RSSW dll.",1,0,0,1,0,0,0,0,1,0,0,1,nama sandirawa cundang bubar urus ecek ecek berani urus bantu likuiditas bank indonesia rumah sakit sumber waras,"['nama', 'sandirawa', 'cundang', 'bubar', 'urus', 'ecek', 'ecek', 'berani', 'urus', 'bantu', 'likuiditas', 'bank', 'indonesia', 'rumah', 'sakit', 'sumber', 'waras']"
"TOLAK PERPPU UNTUK MENOLAK REZIM KEKUASAAN, PERPPU DIMAKSUD UNTUK MENYINGKIRKAN JOKOWI",1,0,1,0,0,0,0,0,1,0,0,1,tolak atur perintah ganti undang undang tolak rezim otoriter atur perintah ganti undang undang pintu masuk lengser jokowi,"['tolak', 'atur', 'perintah', 'ganti', 'undang', 'undang', 'tolak', 'rezim', 'otoriter', 'atur', 'perintah', 'ganti', 'undang', 'undang', 'pintu', 'masuk', 'lengser', 'jokowi']"
RT USER dibubarkan &amp; USER diusir ke Yordania,1,0,0,1,0,0,0,0,1,0,0,1,bubar amp usir yordania,"['bubar', 'amp', 'usir', 'yordania']"
PENGGUNA RT Kalau Jokowi tak bisa diingatkan... mundur saja jendralnya... bantai dia di 2019 lewat Pilpres,1,0,1,0,0,0,0,0,1,0,0,1,jokowi mundur jenderal bantai 2019 pilih presiden,"['jokowi', 'mundur', 'jenderal', 'bantai', '2019', 'pilih', 'presiden']"
turunkan Jokowi. Rezim ini telah mengorbankan Ahok,1,0,1,0,0,0,0,0,1,0,0,1,turun jokowi rezim korban ahok,"['turun', 'jokowi', 'rezim', 'korban', 'ahok']"
"Yang beda pendapat harus dikuliti/ditangkap, mereka orang Tionghoa",1,0,0,1,0,1,0,0,0,0,0,1,beda paham kulit tangkap sih cina,"['beda', 'paham', 'kulit', 'tangkap', 'sih', 'cina']"
"Komisi Pemberantasan Korupsi (KPK) kacau dan bodoh...bubarkan saja c USER, tapi banyak kasus hilang begitu saja...ha URL haram",1,1,0,1,0,0,0,0,1,0,0,1,komisi berantas korupsi semrawut goblok bubar c ambang haha haram uniform resource locator,"['komisi', 'berantas', 'korupsi', 'semrawut', 'goblok', 'bubar', 'c', 'ambang', 'haha', 'haram', 'uniform', 'resource', 'locator']"
"Tangkap Ahok Sekarang Juga, Share Kalau Setuju!!!",1,0,1,0,0,0,0,0,1,0,0,1,tangkap ahok tuju,"['tangkap', 'ahok', 'tuju']"
"Tumbangkan saja Jokowi, kenapa tidak dilaporkan! jika Anda memiliki presiden dan asistennya Anda tidak akan bisa mensejahterakan rakyat Anda!",1,0,1,0,0,0,0,0,1,0,0,1,lengser jokowi repo presiden bantu sanggup sejahtera rakyat,"['lengser', 'jokowi', 'repo', 'presiden', 'bantu', 'sanggup', 'sejahtera', 'rakyat']"
Singkirkan Jokowi sekarang...,1,0,1,0,0,0,0,0,1,0,0,1,lengser jokowi,"['lengser', 'jokowi']"
"PENGGUNA RT Daripada menghentikan KPK, lebih baik DPR yang serakah dan tidak berguna bagi rakyat dibubarkan",1,0,0,1,0,0,0,0,1,0,0,1,henti komisi berantas korupsi bubar dewan wakil rakyat rakus rakyat,"['henti', 'komisi', 'berantas', 'korupsi', 'bubar', 'dewan', 'wakil', 'rakyat', 'rakus', 'rakyat']"
"Ahok: Memilih pemimpin berdasarkan agama melanggar konstitusi. Mending kita BUNGKUS BABI INI saja, SUARANYA TERPISAH ANTARA AGAMA YANG BERBEDA.",1,1,1,0,0,0,0,0,1,0,0,1,ahok pilih pimpin dasar agama langgar konstitusi babi bungkus congor pecah belah umat agama,"['ahok', 'pilih', 'pimpin', 'dasar', 'agama', 'langgar', 'konstitusi', 'babi', 'bungkus', 'congor', 'pecah', 'belah', 'umat', 'agama']"
jika PENGGUNA tidak dapat membangun kabinet yang dapat meningkatkan daya beli maka HAPUS PENGGUNA,1,0,1,0,0,0,0,0,1,0,0,1,bangun kabinet tingkat daya beli lengser,"['bangun', 'kabinet', 'tingkat', 'daya', 'beli', 'lengser']"
Usir Orang Tionghoa dari NKRI. Warga keturunan Tionghoa akan disaring terlebih dahulu,1,0,0,1,0,1,0,0,0,0,0,1,usir cina negara republik indonesia warga negara indonesia turun cina skrining,"['usir', 'cina', 'negara', 'republik', 'indonesia', 'warga', 'negara', 'indonesia', 'turun', 'cina', 'skrining']"
RT USER: USER hancurkan PKI,1,0,0,1,0,1,0,0,0,0,0,1,ganyang partai komunis indonesia,"['ganyang', 'partai', 'komunis', 'indonesia']"
"Ini media Tiongkok, bukan? Buang, Penyebab Perpecahan!",1,0,0,1,0,1,0,0,0,0,0,1,media milik cina ya usir biang pecah,"['media', 'milik', 'cina', 'ya', 'usir', 'biang', 'pecah']"
"sekarang Anda lihat sendiri, bagaimana rezim ini ingin menjual seluruh aset negara. menggulingkan Jokowi Garuda Bangkrut",1,0,1,0,0,0,0,0,1,0,0,1,lihat rezim jual aset bangsa lengser jokowi garuda bangkrut,"['lihat', 'rezim', 'jual', 'aset', 'bangsa', 'lengser', 'jokowi', 'garuda', 'bangkrut']"
USER Saya mendukung 200% pernyataan Najwa tentang KPK. DPR sebaiknya kita bubarkan saja,1,0,0,1,0,0,0,0,1,0,0,1,dukung 200 nyata najwa komisi berantas korupsi dewan wakil rakyat bubar,"['dukung', '200', 'nyata', 'najwa', 'komisi', 'berantas', 'korupsi', 'dewan', 'wakil', 'rakyat', 'bubar']"
5 Kata Bodoh Ahoker Hari Ini Menuntut Penggulingan Jokowi! URL,1,1,1,0,0,0,0,0,1,0,0,1,ahoker goblok tuntut lengser jokowi uniform resource locator,"['ahoker', 'goblok', 'tuntut', 'lengser', 'jokowi', 'uniform', 'resource', 'locator']"
"Sampai saat ini USER masih bertahan dengan pernyataannya bahwa “kitab suci itu fiksi dan fiksi” ini benar-benar baru D.N AIDIT bahkan menantang 240 juta umat Islam di negeri ini, lalu apa yang ingin kita lakukan dengan ini? rakyat?",1,0,1,0,0,0,0,0,1,0,0,1,detik sih be ahan nyata nya kitab suci fiksi fiktif aidit tantang umat islam 240 juta orang negeri orang,"['detik', 'sih', 'be', 'ahan', 'nyata', 'nya', 'kitab', 'suci', 'fiksi', 'fiktif', 'aidit', 'tantang', 'umat', 'islam', '240', 'juta', 'orang', 'negeri', 'orang']"
"RT USER USER Bubarkan saja KPK, ternyata lemah. Seharusnya PTUN menguatkan, malah dibatalkan, artinya OTT berbohong",1,0,0,1,0,0,0,0,1,0,0,1,bubar komisi berantas korupsi nyata lemah kuat adil tata usaha negara batal a inya bohong ott,"['bubar', 'komisi', 'berantas', 'korupsi', 'nyata', 'lemah', 'kuat', 'adil', 'tata', 'usaha', 'negara', 'batal', 'a', 'inya', 'bohong', 'ott']"
RT USER USER APA NAMA PARTAI PKI PERTAMA DI INDONESIA?,1,0,0,1,0,1,0,0,0,0,0,1,ai partai komunis indonesia indonesia pe nama ajar cina rusia partai komunis indonesia penghianat pancasila,"['ai', 'partai', 'komunis', 'indonesia', 'indonesia', 'pe', 'nama', 'ajar', 'cina', 'rusia', 'partai', 'komunis', 'indonesia', 'penghianat', 'pancasila']"
"Tolak Bangkitnya PKI, Tolak Perpu Anti Islam Diktator Jokowi Gulingkan Rakyat Jokowi Bersama TNI URL",1,0,1,0,0,0,0,0,1,0,0,1,tolak bangkit partai komunis indonesia tolak atur perintah ganti undang undang anti islam jokowi diktator lengser jokowi rakyat tentara nasional indonesia uniform resource locator,"['tolak', 'bangkit', 'partai', 'komunis', 'indonesia', 'tolak', 'atur', 'perintah', 'ganti', 'undang', 'undang', 'anti', 'islam', 'jokowi', 'diktator', 'lengser', 'jokowi', 'rakyat', 'tentara', 'nasional', 'indonesia', 'uniform', 'resource', 'locator']"
"Ini adalah salah satu gaya propaganda komunis yang baru, jadi Jokowi jelas merupakan bagian dari kelompok itu. HAPUS JOKOWI",1,0,1,0,0,0,0,0,1,0,0,1,salah propaganda kaum komunis gaya jokowi gerombol lengser jokowi,"['salah', 'propaganda', 'kaum', 'komunis', 'gaya', 'jokowi', 'gerombol', 'lengser', 'jokowi']"
"Mari kita jaga lingkungan kita mendekati 30/S, jika ada aktivitas antek komunis laporkan kepada Ulama dan TNI...!! Hancurkan PKI",1,0,0,1,0,1,0,0,0,0,0,1,mari awas keliling jelang 30 si aktivitas antek komunis lapor ulama tentara nasional indonesia ganyang partai komunis indonesia,"['mari', 'awas', 'keliling', 'jelang', '30', 'si', 'aktivitas', 'antek', 'komunis', 'lapor', 'ulama', 'tentara', 'nasional', 'indonesia', 'ganyang', 'partai', 'komunis', 'indonesia']"
Keempat partai yang keluar semuanya merupakan partai besar. Banteng itu menerjang. Kuncinya ada di tangan rakyat. Jangan menunggu hingga tahun 2019 untuk segera menggulingkan Jokowi. REVOLUSI,1,0,0,1,0,0,0,0,1,0,0,1,4 ai pergi ai banteng nyungsep kunci tang rakyat tunggu sekolah 2019 langsung lengser jokowi revolusi,"['4', 'ai', 'pergi', 'ai', 'banteng', 'nyungsep', 'kunci', 'tang', 'rakyat', 'tunggu', 'sekolah', '2019', 'langsung', 'lengser', 'jokowi', 'revolusi']"
"Saat pemerintah memblokir Tumblr, TikTok, dan Telegram.\n\n""Mereka yang memblokir aplikasi itu bodoh!"".\n\nKetika 'seorang Zionis' membunuh seorang warga Palestina.\n\n""Kalian Yahudi $ &*+#$ Boikot Israel, jangan membeli produk kafir!"".\n\",1,1,0,1,1,1,0,0,0,0,0,1,when tumblr tiktok telegram are blokir by the government salah orang blokir aplikasi menteri komunikasi informasi goblok when a zionis kills one palestinian dasar yahudi amp boikot israel beli produk kafir,"['when', 'tumblr', 'tiktok', 'telegram', 'are', 'blokir', 'by', 'the', 'government', 'salah', 'orang', 'blokir', 'aplikasi', 'menteri', 'komunikasi', 'informasi', 'goblok', 'when', 'a', 'zionis', 'kills', 'one', 'palestinian', 'dasar', 'yahudi', 'amp', 'boikot', 'israel', 'beli', 'produk', 'kafir']"
"Keliling Istana, Ayo Tumbangkan Orang Nomor 1 di INA, Jokowi Tak Mungkinkan Masyarakat Daftar CPNS, Dulu Mudah, Daftar CPNS Gampang, Sekarang Tak Terbuka.",1,0,1,0,0,0,0,0,1,0,0,1,kepung istana mari lengser orang no 1 ina jokowi orang daftar calon pegawai negeri sipil enak daftar calon pegawai negeri sipil mudah buka,"['kepung', 'istana', 'mari', 'lengser', 'orang', 'no', '1', 'ina', 'jokowi', 'orang', 'daftar', 'calon', 'pegawai', 'negeri', 'sipil', 'enak', 'daftar', 'calon', 'pegawai', 'negeri', 'sipil', 'mudah', 'buka']"
"Secara hukum, Jokowi bisa didemosikan secara konstitusional karena melanggar hukum. Singkirkan Jokowi...",1,0,1,0,0,0,0,0,1,0,0,1,hukum jokowi turun konstitusional langgar undang undang lengser jokowi,"['hukum', 'jokowi', 'turun', 'konstitusional', 'langgar', 'undang', 'undang', 'lengser', 'jokowi']"
PENGGUNA MENGHENTIKAN HTI. MENOLAK PEMAHAMAN CALIFA,1,0,0,1,1,0,0,0,0,0,0,1,bubar hati tolak paham khilafah,"['bubar', 'hati', 'tolak', 'paham', 'khilafah']"
Malam Ini: Hancurkan! Membakar! Bunuh PKI!,1,0,0,1,0,1,0,0,0,0,0,1,malam ganyang bakar bunuh partai komunis indonesia,"['malam', 'ganyang', 'bakar', 'bunuh', 'partai', 'komunis', 'indonesia']"
"Kekuasaan adalah sebuah ujian, pergunakanlah dengan adil dan percaya diri. Tolak PERPPU Otoriter Tolak PERPPU Anti Islam untuk menggulingkan Jokowi",1,0,1,0,0,0,0,0,1,0,0,1,kuasa coba adil amanah tolak atur perintah ganti undang undang otoriter tolak atur perintah ganti undang undang anti islam lengser jokowi,"['kuasa', 'coba', 'adil', 'amanah', 'tolak', 'atur', 'perintah', 'ganti', 'undang', 'undang', 'otoriter', 'tolak', 'atur', 'perintah', 'ganti', 'undang', 'undang', 'anti', 'islam', 'lengser', 'jokowi']"
USER USER China adalah babi yang menghancurkan Indonesia. Bunuh saja,1,1,0,1,0,1,0,0,0,0,0,1,cina babi bikin rusak indonesia bantai,"['cina', 'babi', 'bikin', 'rusak', 'indonesia', 'bantai']"
"Bingung...profesor dan dokter tidak jelas bicara, yang penting jatuhkan Jokowi",1,0,1,0,0,0,0,0,1,0,0,1,bingung euy profesor doktor bicara sing turun jokowi,"['bingung', 'euy', 'profesor', 'doktor', 'bicara', 'sing', 'turun', 'jokowi']"
"bohong, khayalan makin parah, hukum kacau, jangan sampai berlarut-larut.. Indonesia bisa bangkrut USER Hapus Jokowi",1,0,1,0,0,0,0,0,1,0,0,1,bohong mimpi delusi nyata nya buruk hukum carut marut larut indonesia bangkrut turun jokowi,"['bohong', 'mimpi', 'delusi', 'nyata', 'nya', 'buruk', 'hukum', 'carut', 'marut', 'larut', 'indonesia', 'bangkrut', 'turun', 'jokowi']"
Jatuhkan PKI... Rakyat Indonesia mendukung!!! URL,1,0,0,1,0,1,0,0,0,0,0,1,ganyang partai komunis indonesia rakyat indonesia dukung uniform resource locator,"['ganyang', 'partai', 'komunis', 'indonesia', 'rakyat', 'indonesia', 'dukung', 'uniform', 'resource', 'locator']"
Ahok terjatuh… akan mudah bagi Jokowi untuk menyingkirkannya.,1,0,1,0,0,0,0,0,1,0,0,1,ahok jatuh mudah jokowi lengser,"['ahok', 'jatuh', 'mudah', 'jokowi', 'lengser']"
"Ayo, lengserkan USER 2019, tak ada ampun",1,0,1,0,0,0,0,0,1,0,0,1,ayo lengser 2019 kasih ampun,"['ayo', 'lengser', '2019', 'kasih', 'ampun']"
KENAPA ORANG CINA BERGABUNG DALAM KLAIM... KEMBALI KE SANA KE CHINA... UMAT ISLAM ROHINGYA DIHILANGKAN OLEH UMAT BUDDHA MYANMAR... KAMPRET,1,1,0,1,1,1,0,0,0,0,0,1,cina bicara cina orang islam rohingya usir buddha myanmar kampret,"['cina', 'bicara', 'cina', 'orang', 'islam', 'rohingya', 'usir', 'buddha', 'myanmar', 'kampret']"
perintah ulama!! HANCURKAN PKI!! URL,1,0,0,1,0,0,0,0,1,0,0,1,perintah ulama ganyang partai komunis indonesia uniform resource locator,"['perintah', 'ulama', 'ganyang', 'partai', 'komunis', 'indonesia', 'uniform', 'resource', 'locator']"
"FPI: Pendukung Ahok Kalah Jumlahnya, Insya Allah Kita Usir Gubernur Korup dan Pencemar URL",1,0,0,1,1,0,0,0,0,0,0,1,front bela islam dukung ahok kalah izin allah gusur gubernur koruptor nista agama uniform resource locator,"['front', 'bela', 'islam', 'dukung', 'ahok', 'kalah', 'izin', 'allah', 'gusur', 'gubernur', 'koruptor', 'nista', 'agama', 'uniform', 'resource', 'locator']"
USER USER KPK Bubarkan saja... Dibayar dengan uang rakyat hanya untuk jadi pemeran lelucon lenong anak-anak...,1,0,0,1,0,0,0,0,1,0,0,1,komisi berantas korupsi nya bubar gaji uang rakyat main dagel lenong bocah,"['komisi', 'berantas', 'korupsi', 'nya', 'bubar', 'gaji', 'uang', 'rakyat', 'main', 'dagel', 'lenong', 'bocah']"
