Tweet,HS_Weak,HS_Moderate,HS_Strong,Cleaned_Tweet,Tweet_list
Kalo ada Masjid yg lebih tua dr candi-candi milik kerajaan Hindu Budha di NUSANTARA ini baru kalian boleh usir cina klo ga kalian cm pendatang.,0,1,0,masjid tua candi candi milik raja hindu buddha nusantara usir cina,"['masjid', 'tua', 'candi', 'candi', 'milik', 'raja', 'hindu', 'buddha', 'nusantara', 'usir', 'cina']"
"USER USER USER Sengkuni sekarang jadi peramal lho, dia meramalkan Anies penyelamat bangsa\ncocot e Sengkuni, kok percaya, kalau percaya kamu masuk neraka, Amin Rais sang peramal'",1,0,0,sengkuni amal lo ramal anies selamat bangsa cocot e sengkuni percaya percaya masuk neraka amin rais sang amal,"['sengkuni', 'amal', 'lo', 'ramal', 'anies', 'selamat', 'bangsa', 'cocot', 'e', 'sengkuni', 'percaya', 'percaya', 'masuk', 'neraka', 'amin', 'rais', 'sang', 'amal']"
PENGGUNA.... Bani Kampret.... Bani Kecebong........ Pilih Bani Adam...... tentang manusia,0,1,0,bani kampret bani kecebong pilih bani adam manusia,"['bani', 'kampret', 'bani', 'kecebong', 'pilih', 'bani', 'adam', 'manusia']"
"USER USER USER USER Jika merasa terhina, laporkan dia ke polisi, itu hubungan yang munafik. Waspadalah terhadap berudu kafir yang mengaku Islam.",0,1,0,hina lapor polisi hubung munafik waspada hadap berudu kafir islam,"['hina', 'lapor', 'polisi', 'hubung', 'munafik', 'waspada', 'hadap', 'berudu', 'kafir', 'islam']"
"36. Berdasarkan fakta sejarah, Jokowi harus mundur atau digulingkan karena memusuhi umat Islam",1,0,0,36 dasar fakta sejarah jokowi mundur guling musuh umat islam,"['36', 'dasar', 'fakta', 'sejarah', 'jokowi', 'mundur', 'guling', 'musuh', 'umat', 'islam']"
USER Gebuk pasukan congor pembuat rusuh. Sikat habis jangan kasih kendor mahluk2 sontoloyo itu',0,0,1,gebuk pasu congor rusuh sikat habis kasih kendor makhluk makhluk sontoloyo,"['gebuk', 'pasu', 'congor', 'rusuh', 'sikat', 'habis', 'kasih', 'kendor', 'makhluk', 'makhluk', 'sontoloyo']"
RT USER prabowo cemeeh usaha pemerintah masalah rohingya sementara dunia internasional memuji. Keliatan bhw ucapan prabowo pencitraan,1,0,0,prabowo cemeeh usaha perintah rohingya dunia internasional puji lihat prabowo citra,"['prabowo', 'cemeeh', 'usaha', 'perintah', 'rohingya', 'dunia', 'internasional', 'puji', 'lihat', 'prabowo', 'citra']"
Partai politik selalu mencari pembenaran; Mari kita tenggelamkan PDIP di semua tingkatan kepala pemerintahan; Kerugian negara adalah kerugian bangsa!; ; #2019GantiPresiden ; #2019Presiden Baru,0,0,1,ai politik cari mari tenggelam partai demokrasi indonesia juang tingkat kepala perintah rugi negara rugi bangsa 2019 ganti presiden 2019presiden,"['ai', 'politik', 'cari', 'mari', 'tenggelam', 'partai', 'demokrasi', 'indonesia', 'juang', 'tingkat', 'kepala', 'perintah', 'rugi', 'negara', 'rugi', 'bangsa', '2019', 'ganti', 'presiden', '2019presiden']"
1 kata untukmu!! BAJINGAN',1,0,0,1 bajing,"['1', 'bajing']"
"USER USER USER USER Cebong emang tolol, klimaks dgn berita hoax'",0,1,0,cebong tolol klimaks berita hoaks,"['cebong', 'tolol', 'klimaks', 'berita', 'hoaks']"
"USER fitnah FPI pecah adalah ulah ahoker yg melihat elektabilitas ahok tinggal 10%,mereka kelojotan melihat MUI+NU+Muhammadi",0,1,0,fitnah front bela islam pecah ulah ahoker lihat elektabilitas ahok tinggal 10 kelojot lihat majelis ulama indonesia nu muhammad,"['fitnah', 'front', 'bela', 'islam', 'pecah', 'ulah', 'ahoker', 'lihat', 'elektabilitas', 'ahok', 'tinggal', '10', 'kelojot', 'lihat', 'majelis', 'ulama', 'indonesia', 'nu', 'muhammad']"
"Umat ​​​​Kristen OpRohingya membunuh Muslim di Afghanistan Yahudi membunuh Muslim di Palestina. Di dunia Muslim mereka disebut ""teroris""",0,1,0,umat kristen op rohingya bunuh muslim afghanistan yahudi bunuh muslim palestina dunia muslim teroris,"['umat', 'kristen', 'op', 'rohingya', 'bunuh', 'muslim', 'afghanistan', 'yahudi', 'bunuh', 'muslim', 'palestina', 'dunia', 'muslim', 'teroris']"
PENGGUNA USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,1,0,0,nan,['nan']
"USER Bubarkan saja KPK, yang besar pasti lolos",0,0,1,bubar komisi berantas korupsi lolos,"['bubar', 'komisi', 'berantas', 'korupsi', 'lolos']"
"PENGGUNA Saya tidak dapat memahami tulisan Anda. Karena otak saya bukan otak autis, bukan berarti saya yang membuat thread yang salah sampai kulit saya mati. Bisakah saya melanjutkan?'",1,0,0,paham tulis otak otak autis bera i thread salah kulit mati,"['paham', 'tulis', 'otak', 'otak', 'autis', 'bera', 'i', 'thread', 'salah', 'kulit', 'mati']"
Mengapa menyerang pemerintahan Jokowi yang hendak lengser? Gulingkan dia pada pemilihan presiden berikutnya.,0,0,1,serang perintah jokowi lengser guling pilih presiden,"['serang', 'perintah', 'jokowi', 'lengser', 'guling', 'pilih', 'presiden']"
"USER Cebong tidak berpikir sejauh itu, berapa km yang dibutuhkan untuk membangun jalan tersebut.\n\nSetelah itu dia menjadi satpam rupiah.'",0,1,0,cebong pikir km butuh bangun jalan satpam rupiah,"['cebong', 'pikir', 'km', 'butuh', 'bangun', 'jalan', 'satpam', 'rupiah']"
"Baru pada era USER, ketika komunis diperbolehkan mengembangkan USER",1,0,0,era komunis kembang,"['era', 'komunis', 'kembang']"
RT USER USER Mending bubarkan aja USER dan bikin lembaga anti korupsi baru dgn paradigma baru yg benar-benar independen,0,0,1,mending bubar bikin lembaga anti korupsi paradigma bebas,"['mending', 'bubar', 'bikin', 'lembaga', 'anti', 'korupsi', 'paradigma', 'bebas']"
"Bahaya Islam TERBUKTI lihat Teroris Islam, ISIS dll. USER dilihat dari sudut mana Islam berbahaya.",0,1,0,bahaya islam bukti lihat teroris islam isis lihat sudut islam bahaya,"['bahaya', 'islam', 'bukti', 'lihat', 'teroris', 'islam', 'isis', 'lihat', 'sudut', 'islam', 'bahaya']"
"Mari kita buang Alquran, kitab PENGGUNA SAMPAH USER USER USER",0,0,1,mari buang alquran kitab sampah,"['mari', 'buang', 'alquran', 'kitab', 'sampah']"
GAPERNAH MENDALAMI AL-QURAN YA BANG??? PANTESAN MULUTNYA KAYA ORANG KAFIR BEJAT HINA farhatabbaslaw',1,0,0,al alquran ya bang mulut kayak orang kafir bejat hina farhat abbas law,"['al', 'alquran', 'ya', 'bang', 'mulut', 'kayak', 'orang', 'kafir', 'bejat', 'hina', 'farhat', 'abbas', 'law']"
"PENGGUNA Anjing-anjing lapar yang rakus akan uang kini sedang berpesta pora.... mencuri uang orang dan makan sepuasnya sekarang... berteriak-teriak pada orang asing, hanya kedok untuk membodohi penyembahnya.'",0,1,0,anjing anjing lapar rakus uang pesta pora curi uang orang makan puas be eriak teriak orang asing kedok bodoh sembah,"['anjing', 'anjing', 'lapar', 'rakus', 'uang', 'pesta', 'pora', 'curi', 'uang', 'orang', 'makan', 'puas', 'be', 'eriak', 'teriak', 'orang', 'asing', 'kedok', 'bodoh', 'sembah']"
perintah ulama !! GANYANG PKI !! URL,0,0,1,perintah ulama ganyang partai komunis indonesia uniform resource locator,"['perintah', 'ulama', 'ganyang', 'partai', 'komunis', 'indonesia', 'uniform', 'resource', 'locator']"
Pengusaha Tionghoa ;: jika reklamasi pulau G dibatalkan. Kami akan menggulingkan Jokowi,0,0,1,usaha tionghoa reklamasi pulau batal guling jokowi,"['usaha', 'tionghoa', 'reklamasi', 'pulau', 'batal', 'guling', 'jokowi']"
"Ketemu klien, orang batak, dia ngegas gua ikut ngegas. Brengsek. Malu2in kantor.'",1,0,0,ketemu klien orang batak marah gue marah berengsek malu kantor,"['ketemu', 'klien', 'orang', 'batak', 'marah', 'gue', 'marah', 'berengsek', 'malu', 'kantor']"
"RT PENGGUNA: Dari awal PENGGUNA &amp; USER sering melanggar aturan hukum, kamu MINGKEM seperti BANGKE!\n\nBegitulah USER &amp; PENGGUNA\xe2\x80\xa6'",0,1,0,amp langgar atur hukum diam sepe i bangkai amp,"['amp', 'langgar', 'atur', 'hukum', 'diam', 'sepe', 'i', 'bangkai', 'amp']"
Telkomsel kacrut lagi neh? Dah 20menit wa gak bisa ngapa-ngapain. Bahkan telepon aja nggak bisa. Fakuy.',0,1,0,telkomsel kacrut nih puluh menit wa telepon cihui,"['telkomsel', 'kacrut', 'nih', 'puluh', 'menit', 'wa', 'telepon', 'cihui']"
"PENGGUNA RT: Eh, ada jurnalis Selandia Baru Rasa Kampret dan berita buatan Kampret dibagikan di WAG. Konferensi Pers tidak diadakan\xe2\x80\xa6'",0,1,0,eh jurnalis selandia kampret berita kampret kasih konferensi pers,"['eh', 'jurnalis', 'selandia', 'kampret', 'berita', 'kampret', 'kasih', 'konferensi', 'pers']"
Ggulingkan JOKOWI DI BAWAH PERATURAN KOMUNIS CHINA,0,0,1,ggulingkan jokowi atur komunis cina,"['ggulingkan', 'jokowi', 'atur', 'komunis', 'cina']"
"USER Ternyata manusia satu ini orang paling busuk,lebih busuk dari bangkai,,zonk zonk'",1,0,0,nyata manusia orang busuk busuk bangkai apes apes,"['nyata', 'manusia', 'orang', 'busuk', 'busuk', 'bangkai', 'apes', 'apes']"
Apakah kamu transgender atau anjing apa :( URL,1,0,0,transgender anjing uniform resource locator,"['transgender', 'anjing', 'uniform', 'resource', 'locator']"
PENGGUNA Orang gila',1,0,0,orang gila,"['orang', 'gila']"
"PENGGUNA Maksudku, otaknya adalah otak seorang bajingan kampungan. Ada perbedaan antara desa dan desa. Kalau di desa kalian semua berkumpul, tidak peduli apa agama kalian. Padahal, saat merayakan hari raya besar, kami suka saling membantu.'",1,0,0,maksud otak otak orang bajing kampung beda desa desa desa kumpul peduli agama raya raya suka bantu,"['maksud', 'otak', 'otak', 'orang', 'bajing', 'kampung', 'beda', 'desa', 'desa', 'desa', 'kumpul', 'peduli', 'agama', 'raya', 'raya', 'suka', 'bantu']"
"USER USER Nah, BELAKANG CEBONG-nya kok sama ya? \xf0\x9f\x98\x82\xf0\x9f\x98\x82 \nMirip dengan PKI..\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",0,1,0,cebong nya ya partai komunis indonesia,"['cebong', 'nya', 'ya', 'partai', 'komunis', 'indonesia']"
"USER USER USER Kelihatan asbun.. SBY gak pernah dukung jkw tong, demokrat masuk oposisi..waduhh kok tmbh kelihatan ngawur gini gembel warnet yg satu ini.. Hhaaa'",1,0,0,lihat bunyi susilo bambang yudhoyono dukung jokowi tong demokrat masuk oposisi lihat ngawur gembel warung internet haha,"['lihat', 'bunyi', 'susilo', 'bambang', 'yudhoyono', 'dukung', 'jokowi', 'tong', 'demokrat', 'masuk', 'oposisi', 'lihat', 'ngawur', 'gembel', 'warung', 'internet', 'haha']"
USER namanya juga rejim jungkir balik ga malu lagi pengen 2 periode sori ya ane mah memilih 2019 ganti peresiden',1,0,0,nama rejim jungkir malu 2 periode sori ya pilih 2019 ganti presiden,"['nama', 'rejim', 'jungkir', 'malu', '2', 'periode', 'sori', 'ya', 'pilih', '2019', 'ganti', 'presiden']"
Berharap Rizieq Shihab pulang untuk menghadapi kasus hukumnya ibarat membuat orang-orangan sawah lalu dibuang ke laut. Sia-sia! Pecundang itu... bajingan harus diambil dengan paksa! Kecuali jika polisi takut pada pengikutnya.',1,0,0,harap rizieq shihab pulang hadap hukum orang orang sawah buang laut cundang bajing ambil paksa kecuali polisi takut,"['harap', 'rizieq', 'shihab', 'pulang', 'hadap', 'hukum', 'orang', 'orang', 'sawah', 'buang', 'laut', 'cundang', 'bajing', 'ambil', 'paksa', 'kecuali', 'polisi', 'takut']"
USER USER Tidak memahami hadits satu per satu atau mulut Anda akan berbau urin \xf0\x9f\x98\x82. Pelajari Awal Mula Mengapa Ada Hadits Kencing Unta \xf0\x9f\x98\x81',1,0,0,paham hadis mulut bau urin ajar hadis kencing unta,"['paham', 'hadis', 'mulut', 'bau', 'urin', 'ajar', 'hadis', 'kencing', 'unta']"
"Allahu Akbar kesal karena Ahok dan FPI membubarkan GMBI, mencopot Kapolda Jabar, dan memenjarakan Ahok",0,0,1,allahu akbar kesal ahok front bela islam bubar gera masyarakat indonesia copot kepala polisi daerah jabar penjara ahok,"['allahu', 'akbar', 'kesal', 'ahok', 'front', 'bela', 'islam', 'bubar', 'gera', 'masyarakat', 'indonesia', 'copot', 'kepala', 'polisi', 'daerah', 'jabar', 'penjara', 'ahok']"
"PENGGUNA PENGGUNA Sebaiknya presiden saya menjalankan tugasnya, meskipun dia bilang rakyat anda hanya menggunting pita, sekarang KL Junjunan jadi presiden anda, apakah anda yakin bisa membangun infrastruktur??? Apakah anda yakin tidak akan berutang pada LG??? KL yakin anda akan berutang pada rakyat??? Lebih baik kalau Pak Jokowi benar?",0,1,0,presiden jalan tugas bilang rakyat gunting pita jujungan presiden bangun infrastruktur utang utang rakyat jokowi,"['presiden', 'jalan', 'tugas', 'bilang', 'rakyat', 'gunting', 'pita', 'jujungan', 'presiden', 'bangun', 'infrastruktur', 'utang', 'utang', 'rakyat', 'jokowi']"
Usir Buddha dari Jawa!!!!,0,0,1,usir buddha jawa,"['usir', 'buddha', 'jawa']"
USER USER Ganti rezim kacung lah.. Cebong mah gitu kalo ditanya',0,1,0,ganti rezim kacung cebong,"['ganti', 'rezim', 'kacung', 'cebong']"
USER Apapun yang dibentuk untuk mendukung REGIME PANIK... jangan lupa #2019GantiPresiden',1,0,0,bentuk dukung regime panik lupa 2019 ganti presiden,"['bentuk', 'dukung', 'regime', 'panik', 'lupa', '2019', 'ganti', 'presiden']"
"USER Kalau bisnis, tinggalkan saja yang penting di 2019 ganti presiden yang amanah dan janji... jadi jangan impor apa-apa, malah impor semua. Para petani di negara itu gigit jari. Saya minta maaf'",1,0,0,bisnis tinggal 2019 ganti presiden amanah janji impor impor tani negara gigit jari maaf,"['bisnis', 'tinggal', '2019', 'ganti', 'presiden', 'amanah', 'janji', 'impor', 'impor', 'tani', 'negara', 'gigit', 'jari', 'maaf']"
USER Bapak USER sebagai pejabat negara harus segera menerbitkan Keputusan Presiden/RUU tentang Larangan Agama Islam di Indonesia,0,0,1,jabat negara terbit putus presiden rancang undang undang larang agama islam indonesia,"['jabat', 'negara', 'terbit', 'putus', 'presiden', 'rancang', 'undang', 'undang', 'larang', 'agama', 'islam', 'indonesia']"
USER USER USER USER USER Bhahahaha ru kacamat dr cina bikinan kapir brooh mereknya ahoq hoook',0,1,0,haha ru kacamata cina kafir bro merek ahok hoook,"['haha', 'ru', 'kacamata', 'cina', 'kafir', 'bro', 'merek', 'ahok', 'hoook']"
USER Pokoknya mudik saja ke Solo...kalau tidak mau ke habitat di Kolam Butek...; #2019gantipresiden; #2019presiden baru; #Asalkan bukan Jokowi,1,0,0,pokok mudik solo habitat kolam butek 2019 ganti presiden 2019presiden jokowi,"['pokok', 'mudik', 'solo', 'habitat', 'kolam', 'butek', '2019', 'ganti', 'presiden', '2019presiden', 'jokowi']"
Usir orang Tionghoa dari Balaan Mangondow...gan**ng,0,0,1,usir orang tionghoa bala mongondow juragan ng,"['usir', 'orang', 'tionghoa', 'bala', 'mongondow', 'juragan', 'ng']"
RT USER Sebaiknya Anda ceritakan kepada Menteri Joko atau Jokowi yang mundur karena gagal menghadirkan pemerintahan berkualitas yang minimal ber-IQ.,1,0,0,cerita menteri joko jokowi mundur gagal hadir perintah kualitas minimal ber intelligence quotient,"['cerita', 'menteri', 'joko', 'jokowi', 'mundur', 'gagal', 'hadir', 'perintah', 'kualitas', 'minimal', 'ber', 'intelligence', 'quotient']"
USER BAGAS HOMO PAK KEMARIN SAYA LIAT PROFILE DIA DI GRUNDR',1,0,0,bagas homo kemarin lihat profil grindr,"['bagas', 'homo', 'kemarin', 'lihat', 'profil', 'grindr']"
"USER Ahok gak nista Islam, dia korban politik keji, anak bangsa dgn prestasi dimatikan. Yg goblok siapa coba?'",1,0,0,ahok nista islam korban politik keji anak bangsa prestasi mati goblok coba,"['ahok', 'nista', 'islam', 'korban', 'politik', 'keji', 'anak', 'bangsa', 'prestasi', 'mati', 'goblok', 'coba']"
"USER Kalahkan pasukan Kongor yang menyebabkan kerusuhan. ""Simpan saja, jangan biarkan hal bodoh itu mengendur.""",0,0,1,kalah pasu kongor rusuh simpan biar bodoh kendur,"['kalah', 'pasu', 'kongor', 'rusuh', 'simpan', 'biar', 'bodoh', 'kendur']"
USER Kata-katamu korup..Kamu bodoh.',1,0,0,korup bodoh,"['korup', 'bodoh']"
"PENGGUNA PENGGUNA Penukar cincin baru saja ditanya tentang makanannya /menyipitkan matanya/sedikit memutar matanya, mata Ron sipit banget'",1,0,0,tukar cincin makan sipit mata putar mata mata ron sipit banget,"['tukar', 'cincin', 'makan', 'sipit', 'mata', 'putar', 'mata', 'mata', 'ron', 'sipit', 'banget']"
Andai Jendral Soeharto tak ada di tahun 1965. Nasib bangsa Indonesia bisa saja menjadi negara komunis atheis USER USER USER,0,1,0,andai jenderal soeha o 1965 nasib bangsa indonesia negara komunis ateis,"['andai', 'jenderal', 'soeha', 'o', '1965', 'nasib', 'bangsa', 'indonesia', 'negara', 'komunis', 'ateis']"
RT USER USER trus maksudnya Indonesia yg mayoritas muslim suruh pilih pemimpin cina non muslim gitu ya ? Jangan dong,1,0,0,maksud indonesia mayoritas muslim suruh pilih pimpin cina non muslim ya,"['maksud', 'indonesia', 'mayoritas', 'muslim', 'suruh', 'pilih', 'pimpin', 'cina', 'non', 'muslim', 'ya']"
"cina, apa hak lu melarang?",0,1,0,cina hak larang,"['cina', 'hak', 'larang']"
Di arab koruptor di potong tangan Di cina koruptor di potong kepala Di Indonesia koruptor di potong masa tahanan,0,1,0,arab koruptor potong tangan cina koruptor potong kepala indonesia koruptor potong tahan,"['arab', 'koruptor', 'potong', 'tangan', 'cina', 'koruptor', 'potong', 'kepala', 'indonesia', 'koruptor', 'potong', 'tahan']"
"Jangankan Banjir, Tuhan aja Dilawan Sama Ahok #JakartaBanjir Tapi Jakarta hari Ini Bukan Banjir, Hanya GENANGAN.",1,0,0,banjir tuhan lawan ahok jaka abanjir jaka a banjir genang,"['banjir', 'tuhan', 'lawan', 'ahok', 'jaka', 'abanjir', 'jaka', 'a', 'banjir', 'genang']"
USER Coba kalau adek perempuan kamu di gituin...bisa terima gak..?..tolol',1,0,0,coba adik perempuan terima tolol,"['coba', 'adik', 'perempuan', 'terima', 'tolol']"
"RT USER Bubarkan saja DPR, tidak ada manfaatnya bagi bangsa. Bela Komisi Pemberantasan Korupsi",0,0,1,bubar dewan wakil rakyat manfaat bangsa bela komisi berantas korupsi,"['bubar', 'dewan', 'wakil', 'rakyat', 'manfaat', 'bangsa', 'bela', 'komisi', 'berantas', 'korupsi']"
USER USER Anda pengguna Twitter yang mendukung hak-hak LGBT juga USER \nKaca adalah kaca!! Congor tolong jaga',1,0,0,twitter dukung hak hak lgbt kaca kaca congor tolong jaga,"['twitter', 'dukung', 'hak', 'hak', 'lgbt', 'kaca', 'kaca', 'congor', 'tolong', 'jaga']"
USER USER USER USER USER Imaging Lu...ah....Prabowo masih tidur.....,1,0,0,imaging ah prabowo tidur,"['imaging', 'ah', 'prabowo', 'tidur']"
Mengatakannya seperti ini? Sebenarnya Anda meminta 2 periode.; Tidak mengurusi calon presiden tapi ngotot 2 periode; Hanya 1 periode......; #2019GantiPresiden,1,0,0,sepe i 2 periode urus calon presiden otot 2 periode 1 periode 2019 ganti presiden,"['sepe', 'i', '2', 'periode', 'urus', 'calon', 'presiden', 'otot', '2', 'periode', '1', 'periode', '2019', 'ganti', 'presiden']"
"gua benci bgt liat org koar2 spoiler avenger. yaelahhh!!! sblm avenger kluar juga, film2 yg laen digituin juga kaga pada protes. knp br pd protes skrg?!? bacot'",0,1,0,gue benci banget lihat orang koar koar spoiler avenger alah avenger film film protes protes bacot,"['gue', 'benci', 'banget', 'lihat', 'orang', 'koar', 'koar', 'spoiler', 'avenger', 'alah', 'avenger', 'film', 'film', 'protes', 'protes', 'bacot']"
Usir orang Cina...jangan hormati mereka..,0,0,1,usir orang cina hormat,"['usir', 'orang', 'cina', 'hormat']"
"USER Bocah geblek, penjara tempatnya!'",1,0,0,bocah geblek penjara,"['bocah', 'geblek', 'penjara']"
RT USER USER USER Istana yang dikuasai Tiongkok hancur dan bangsa Indonesia hancur,0,1,0,istana asai tiongkok hancur bangsa indonesia hancur,"['istana', 'asai', 'tiongkok', 'hancur', 'bangsa', 'indonesia', 'hancur']"
"Kalau saya Ketua Golkar, saya pasti pecat Setya Novanto karena mempermalukan Partai.",1,0,0,ketua golkar pecat setya novanto malu ai,"['ketua', 'golkar', 'pecat', 'setya', 'novanto', 'malu', 'ai']"
USER Saya tidak mengerti kenapa fanboy Ahok itu bodoh dan tidak mengerti sejarah. Sangat mudah untuk terjebak dalam iklan. Saya minta maaf.,0,1,0,menge i fanboy ahok bodoh menge i sejarah mudah jebak iklan maaf,"['menge', 'i', 'fanboy', 'ahok', 'bodoh', 'menge', 'i', 'sejarah', 'mudah', 'jebak', 'iklan', 'maaf']"
"USER USER Psti g brni nongol krn udah kthuan belangnya, klopun ada...psti kata2 ""cebong"" yg mrk kluarin, krn mrk khbisan kata n g tau mau ngomong apa.\nSukses bt KPK'",0,1,0,berani nongol belang cebong habis tau bicara sukses bt komisi berantas korupsi,"['berani', 'nongol', 'belang', 'cebong', 'habis', 'tau', 'bicara', 'sukses', 'bt', 'komisi', 'berantas', 'korupsi']"
